 %1$S フォル	verboseFolderFormat, comp not found	%2$S の %1$S フォルダ	"not found entry", missing	"not found entry", missing	"not found entry", missing	"not found entry", missing	firefox word notf	10488
 (マ	fk, comp not found	フォークランド (マルビナス) 諸島	"not found entry", missing	"not found entry", missing	"not found entry", missing	"not found entry", missing	firefox word notf	4639
解消	NSSInitProblemX, comp found	セキュリティコンポーネントを初期化できませんでした。多くの場合この原因はこのプログラムのプロファイルフォルダの問題です。プロファイルフォルダへの読み書き権限があるか、ディスクの空き容量が少なくなっていないか確認してください。このままセッションを継続するとセキュリティ機能が異常動作する可能性があるため、このプログラムを一度終了して問題を解消することをお勧めします。	(n,vs) cancellation/liquidation/resolution/reduction (e.g. of stress)/(P)/	かいしょう	no comment	解消 [かいしょう] (n,vs) cancellation/liquidation/resolution/reduction (e.g. of stress)/(P)/<br>	firefox word found	18231
解除	netOffline, comp found	このページはオフラインでは表示できません。オンラインにするには、ファイルメニューから [オフライン作業] のチェックを解除してください。	(n,vs) cancellation/rescinding/release/calling off/lifting (sanctions)/delisting/(P)/	かいじょ	no comment	解除 [かいじょ] (n,vs) cancellation/rescinding/release/calling off/lifting (sanctions)/delisting/(P)/<br>	firefox word found	987
言	chardet.universal_charset_detector.title, comp found	全言語	choose manually from edict	choose manually from edict	no comment	言 [げん] (n) word/remark/statement/(P)/<br>言 [こと] (n) word/remark/statement/<br>	firefox word found	1406
言語	RegLocale, comp found	言語の登録: %s	choose manually from edict	choose manually from edict	no comment	言語 [げんご] (n) (ling) language/(P)/<br>言語 [ごんご] (n) (ling) language/<br>	firefox word found	5565
言語の登録: %s	RegLocale	self	Register Locale: %s	phrase, no reading now	no comment	登録 [とうろく] (n,vs) registration/accession/register/entry/record/(P)/<br>	firefox phrase	5567
言語パック	type-8	self	Language	phrase, no reading now	no comment	パッ [パッ] (int) poof/<br>	firefox phrase	15659
記事	getNextNMessages, comp found	次の %S 本の記事を受信する	(n) article/news story/report/account/(P)/	きじ	no comment	記事 [きじ] (n) article/news story/report/account/(P)/<br>	firefox word found	9990
記事をダウンロードしています %1$S - %2$S	downloadingArticles	self	Downloading articles %S-%S	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	12827
記憶	saveUsername, comp found	パスワードマネージャを使用してユーザ名を記憶する	(n,vs) (1) memory/recollection/remembrance/(2) storage/(P)/	きおく	no comment	記憶 [きおく] (n,vs) (1) memory/recollection/remembrance/(2) storage/(P)/<br>	firefox word found	12785
記憶されている %S のパスワードを変更しますか？	passwordChangeText	self	Would you like to change the stored password for %S?	phrase, no reading now	no comment	すか [すか] (n) (1) nonsense/(2) loss (on scratch lottery tickets, etc.)/<br>	firefox phrase	17555
記憶されているパスワードを変更しますか？	passwordChangeTextNoUser	self	Would you like to change the stored password for this login?	phrase, no reading now	no comment	すか [すか] (n) (1) nonsense/(2) loss (on scratch lottery tickets, etc.)/<br>	firefox phrase	17562
記憶する	notifyBarRememberButtonText	self	Remember	phrase, no reading now	no comment	記憶 [きおく] (n,vs) (1) memory/recollection/remembrance/(2) storage/(P)/<br>	firefox phrase	17544
記憶する(&R)	rememberButtonText	self	&Remember	phrase, no reading now	no comment	為る [する] (vs-i) (1) (uk) to do/(2) to cause to become/to make (into)/to turn (into)/(3) to serve as/to act as/to work as/(4) to wear (clothes, a facial expression, etc.)/(5) to judge as being/to view as being/to think of as/to treat as/to use as/(6) to decide on/to choose/(vs-i,vi) (7) to be sensed (of a smell, noise, etc.)/(8) to be (in a state, condition, etc.)/(9) to be worth/to cost/(10) to pass (of time)/to elapse/(suf,vs-i) (11) verbalizing suffix (applies to nouns noted in this dictionary with the part of speech "vs")/(aux-v,vs-i) (12) creates a humble verb (after a noun prefixed with "o" or "go")/(13) to be just about to/to be just starting to/to try to/to attempt to/(P)/<br>刷る [する] (v5r,vt) (1) to print/(2) to color or pattern fabric using a wooden mold/(P)/<br>擦る [する] (v5r,vt) (1) to rub/to chafe/to strike (match)/to file/to frost (glass)/(2) to lose (e.g. a match)/to forfeit/to squander one's money (e.g. through gambling, Pachinko, etc.)/(P)/<br>摺る [する] (v5r,vt) (1) to print/(2) to color or pattern fabric using a wooden mold/<br>剃る [する] (v5r,vt) to shave/<br>摩る [する] (v5r,vt) (1) to rub/to chafe/to strike (match)/to file/to frost (glass)/(2) to lose (e.g. a match)/to forfeit/to squander one's money (e.g. through gambling, Pachinko, etc.)/<br>磨る [する] (v5r,vt) (1) to rub/to chafe/to strike (match)/to file/to frost (glass)/(2) to lose (e.g. a match)/to forfeit/to squander one's money (e.g. through gambling, Pachinko, etc.)/<br>掏る [する] (v5r,vt) to pick someone's pocket/<br>擂る [する] (v5r,vt) (1) to rub/to chafe/to strike (match)/to file/to frost (glass)/(2) to lose (e.g. a match)/to forfeit/to squander one's money (e.g. through gambling, Pachinko, etc.)/<br>	firefox phrase	17542
記載	notPresent, comp found	<証明書に記載されていません>	(n,vs) record/statement/description/mention/listing/registration/booking/entry/(P)/	きさい	no comment	記載 [きさい] (n,vs) record/statement/description/mention/listing/registration/booking/entry/(P)/<br>	firefox word found	19158
記述子	PEFontDescExpected, comp found	フォント記述子であるべきところが '%1$S' になっています。	(n) descriptor/	きじゅつし	no comment	記述子 [きじゅつし] (n) descriptor/<br>	firefox word found	2186
記録	ldap_2.servers.history.description, comp found	記録用アドレス帳	(n) (1) record/minutes/document/(2) a record (e.g. in sports)/results/score/(vs) (3) to record/to document/(4) to set a record (e.g. in sports)/to show a result/to reach a value/(P)/	きろく	no comment	記録 [きろく] (n) (1) record/minutes/document/(2) a record (e.g. in sports)/results/score/(vs) (3) to record/to document/(4) to set a record (e.g. in sports)/to show a result/to reach a value/(P)/<br>	firefox word found	6921
記録用アドレス帳	ldap_2.servers.history.description	self	Collected Addresses	phrase, no reading now	no comment	アドレス [アドレス] (n) (1) address/(2) (comp) email address/(P)/<br>	firefox phrase	6924
訪れ	PhishingAuth, comp found	"%1$S" を訪れようとしています。このサイトはあなたが違うサイトを訪れていると思わせようとしている可能性があります。十分に注意してください。	(n) visit/call/advent/arrival/(P)/	おとずれ	no comment	訪れ [おとずれ] (n) visit/call/advent/arrival/(P)/<br>	firefox word found	17424
訪問	VisitedLinkColor, comp found	訪問済リンクの色	(n,vs,adj-no) call/visit/(P)/	ほうもん	no comment	訪問 [ほうもん] (n,vs,adj-no) call/visit/(P)/<br>	firefox word found	591
訪問済リンクの色	VisitedLinkColor	self	Visited Link Color	phrase, no reading now	no comment	リンク [リンク] (n,vs) (1) link/directory entry/(n) (2) rink/(P)/<br>	firefox phrase	594
設	MoreProperties, comp not found	詳細設定	"not found entry", missing	"not found entry", missing	"not found entry", missing	"not found entry", missing	firefox word notf	102
設定	readConfigTitle, comp found	設定読み込みエラー	(n,vs) (1) establishment/creation/(2) (comp) options or preference settings (in computer software)/configuration/assignment/setup/(P)/	せってい	no comment	設定 [せってい] (n,vs) (1) establishment/creation/(2) (comp) options or preference settings (in computer software)/configuration/assignment/setup/(P)/<br>	firefox word found	2
設定が見つかりました	found_isp_config	self	found a configuration	phrase, no reading now	no comment	まし [まし] (aux) (1) (pol) (used to make a polite request or demand) please/(2) used to increase the politeness of a greeting, apology, etc./<br>	firefox phrase	6271
設定されているプロキシサーバが見つかりません。プロキシ設定を確認してから、再試行してください。	proxyResolveFailure	self	The proxy server you have configured could not be found. Please check your proxy settings and try again.	phrase, no reading now	no comment	下さい [ください] (exp) (1) (uk) (hon) please give me/(2) (after te-form of a verb or a noun prefixed with o- or go-) please do for me/(P)/<br>	firefox phrase	1028
設定されているプロキシサーバに接続を拒否されました。プロキシ設定を確認してから、再試行してください。	proxyConnectFailure	self	The connection was refused when attempting to contact the proxy server you have configured. Please check your proxy settings and try again.	phrase, no reading now	no comment	下さい [ください] (exp) (1) (uk) (hon) please give me/(2) (after te-form of a verb or a noun prefixed with o- or go-) please do for me/(P)/<br>	firefox phrase	1043
設定をインポート中にエラーが発生しました。設定の一部またはすべてをインポートできなかった可能性があります。	ImportSettingsFailed	self	An error occurred while importing settings.  Some, or all, of the settings may not have been imported.	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	9340
設定を探索しています...	probing_config	self	probing configuration…	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	6276
設定を推測しています...	guessing_from_email	self	guessing configuration…	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	6281
設定を推測できません。正しいホスト名を入力してください。	please_enter_missing_hostnames	self	Could not guess settings — please enter missing hostnames.	phrase, no reading now	no comment	下さい [ください] (exp) (1) (uk) (hon) please give me/(2) (after te-form of a verb or a noun prefixed with o- or go-) please do for me/(P)/<br>	firefox phrase	6339
設定を確認しています...	checking_config	self	checking configuration…	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	6254
設定を確認してください。ユーザ名やパスワードが間違っていませんか？	config_unverifiable	self	Configuration could not be verified — is the username or password wrong?	phrase, no reading now	no comment	専科 [せんか] (n) (1) specialized course/specialised course/(2) something that is specialized for a certain field or application (e.g. a sauce specially made for zaru soba)/<br>戦果 [せんか] (n) military gains/war results/fruit of battle/<br>戦火 [せんか] (n) war/(P)/<br>戦禍 [せんか] (n) war damages/ravages of war/(P)/<br>泉下 [せんか] (n) Hades/the hereafter/<br>泉貨 [せんか] (n) coin (esp. an east Asian coin, many of which have a hole in the center)/<br>選科 [せんか] (n) elective course or subject/<br>選果 [せんか] (n,vs) sorting fruit/<br>選歌 [せんか] (n) selection of poems/selected poems/<br>銭貨 [せんか] (n) coin (esp. an east Asian coin, many of which have a hole in the center)/<br>	firefox phrase	6301
設定インポートモジュールを読み込めませんでした。	ImportSettingsBadModule	self	Unable to load settings module	phrase, no reading now	no comment	弟子 [でし] (n,adj-no) pupil/disciple/adherent/follower/apprentice/young person/teacher's student-helper/(P)/<br>	firefox phrase	9306
設定ファイル	readConfigMsg, comp found	設定ファイルを正常に読み込めませんでした。システム管理者に問い合わせてください。	(n) (comp) setup file/	せっていファイル	no comment	設定ファイル [せっていファイル] (n) (comp) setup file/<br>	firefox word found	5
設定ファイルの XML にメールアカウントの設定情報が含まれていません。	no_emailProvider.error	self	The config file XML does not contain an email account configuration.	phrase, no reading now	no comment	ません [ません] (exp) (pol) suffix used to negate a verb in the non-past tense/<br>	firefox phrase	6431
設定ファイルの選択	ImportSelectSettings	self	Select settings file	phrase, no reading now	no comment	選 [せん] (n) (1) selection/choice/election/(2) compilation/editing/(P)/<br>	firefox phrase	9487
